municipio,candidato,partido,ano,proposta_1,proposta_2,proposta_3,proposta_4,proposta_5
Fortaleza,PASTOR SARGENTO ISIDORIO,AVANTE,2020,Com a construção da NOVA RODOVIÁRIA em Águas Claras vamos desenvolver um Centro Comercial e de Serviços que vai atingir o Parque Metropolitano de Pirajá e toda região de Cajazeiras. Além de implantar definitivamente o Polo Logístico de Valéria;,Vamos aproveitar o potencial da nossa Baía de Todos os Santos e Incentivar a construção de novas marinas ao longo da Cidade Baixa e Subúrbio;,"O Conecta Bairros prevê a reordenação e ampliação de linhas entre bairros de uma mesma região, com veículos de menor porte, encurtar o número e o tempo de viagens, reduzir custos e congestionamentos, e fortalecer as centralidades locais nas diversas regiões.","O Salvador Digital para o fornecimento de internet gratuita e de qualidade em parques municipais e praças, coma a criação de pontos de energia para carregamento de celulares, tablets e notebooks.","Ampliação do número de lixeiras em toda a cidade, em especial nos parques, praças e eventos."
Fortaleza,RODRIGO PEREIRA,PCO,2020,NÃO PUBLICADO,NÃO PUBLICADO,NÃO PUBLICADO,NÃO PUBLICADO,NÃO PUBLICADO
Fortaleza,ADRIANO SARNEY,PV,2020,"Padronizar as escolas do município para que todos os alunos tenham direito às estruturas com espaços amplos, refeitório confortável, biblioteca, banheiro separado por sexo e faixa etária e quadra poliesportiva oficial.",Planejamento para a instalação de postos de vacinação em escolas municípais.,"Criar hospital veterinário público para prestar assistência veterinária a animal doente, ferido, extenuado ou mutilado de modo gratuito e universal.","Revisar o contrato da prefeitura com a Caema para exigir serviço de melhor qualidade, garantir estabilidade no fornecimento e controlar a implementação dos serviços pactuados.",Estabelecer acesso gratuito ou a preços simbólicos nos equipamentos e espaços culturais públicos.
Fortaleza,BIRA,PSB,2020,"Criar o Projeto Chega de Violência, nas UBS, para diagnóstico precoce da violência doméstica e familiar e assistência, articulada às Redes de Enfrentamento à Violência.","Implantar Bilhete Único Integral ilimitado, com opções por hora, dia, semana e mês.",Implantar o projeto Renda Mínima Municipal,"Organizar e regulamentar a atividades dos vendedores ambulantes, principalmente no ramo de alimentação, oferencendo apoio e foment","Implantar Ceasa da Zona Rural como centro de produção e comercialização, com prioridade para as mulheres produtoras"
Fortaleza,DUARTE,REPUBLICANOS,2020,Escola Municipal em tempo integral na estrutura do Estádio Castelão.,"Investir na construção de ciclovias e ciclo faixas que interliguem todas as regiões da cidade, com projeto “Pedala São Luís”.","Conecta São Luís – ofertar de Internet Wi-Fi gratuito à população em bairros vulneráveis, implantando roteadores, repetidores de sinal, APs e Softwares HotSpot. Com o objetivo de elevar o número de cidadãos conectados à internet.",Transformação do Mercado Central em um polo de lazer e turismo.,Implementar programa para a oferta de doações de Cestas básicas; Cadeiras de rodas; Enxoval de bebês; e Materiais de construção
Fortaleza,EDUARDO BRAIDE,PODE,2020,PATRULHA NOS TERMINAIS. Garantir a presença da guarda municipal nos terminais da integração para patrulhamento preventivo;,"Criar ESPAÇOS DE CONVIVÊNCIA DA PESSOA IDOSA, visando estimular sua autonomia, independência e inclusão social;",Melhorar o acesso ao transporte escolar na Zona Rura.,"Programa CAMINHO PARA O EMPREGO – A prefeitura vai oferecer estágio remunerado, a fim de que os jovens adquiram mais conhecimento e a experiência qualificada para o mercado de trabalho, garantindo um percentual mínimo às pessoas com deficiência;","Construir três novos terminais de integração: Área ItaquiBacanga, Cidade Olímpica/Cidade Operária e na Região do Sol e Mar, Divinéia e Luizão;"
Goiânia,HERTZ DIAS,PSTU,2020,Fim da terceirização/privatização dos serviços municipais desaúde.,"Inclusão no currículo do ensino municipal da disciplina “educação ambiental”, com capacitação deprofessores.","Implantar uma empresa de obras públicas que, como parte de um plano municipal de obras públicas, construa casas populares utilizando para isso o sistema de mutirões. Isso retiraria as empreiteiras como intermediárias reduzindo drasticamente o custo das obras.",Reduzir o preço da passagem de ônibus.,"Municipalizar o transporte público, com a criação da Empresa Municipal de Transportes, que vai absorver os atuais empregados do transporte, garantindo salários e direitos, o emprego dos cobradores e prestar um bom atendimento à população, com transporte de qualidade, ágil, eficiente e, principalmente, barato."
Goiânia,JEISAEL,REDE,2020,Incentivar jogos digitais na escola como prática educativa;,Renovação de frota de ônibus da Zona Rural;,"Educação ambiental nas escolas desde a educação infantil, contextualizada com a realidade de cada bairro e da cidade;",Desenvolver um turismo sustentável de baixo impacto ambiental e de referência mundial;,Implantação do Shopping Popular no Centro da Cidade.
Goiânia,MADEIRA,SOLIDARIEDADE,2020,"Transformação dos hospitais municipais em hospitais universitários, numa parceria com as universidades privadas, para uso de mão de obra (professores e estudantes).",Reativar o Teatro da Cidade,Recuperação dos rios da bacia do Rio Anil e Rio Bacanga,Criação do corredor de transporte metropolitano,"Instituir as “ruas de lazer” e atividades de recreação, prioritariamente para as populações periféricas e populações rurais;"
Goiânia,NETO EVANGELISTA,DEM,2020,"Juventude COMPAZ: a juventude precisa de atenção e políticas que se articulem para que haja oportunidades de desenvolvimento pessoal, capacitação profissional e possibilidades de crescimento com base em uma cultura de cooperação, colaboração e propósito. Esporte, escolar e de rendimento, cultura e lazer irão encontrar lugar nos 5 Centros de Esporte e Paz, que serão criados pela Prefeitura de São Luís, baseados em experiências bem-sucedidas no Brasil e no exterior. Além disso, buscaremos garantir formas de financiamento mais amplas para as atividades esportivas.","Política de regularização fundiária e habitação de interesse social: legalizar conjuntos habitacionais e assentamentos informais já estabelecidos, registrando e regularizando imóveis, em parceria com entidades e movimentos sociais que atuem na área de habitação.","Melhoria no transporte público e Modernização dos terminais de integração – São Luís para quem mais precisa: racionalizar a rede de transporte para trazer maior eficiência para todos atores no sistema de transporte coletivo, retirando o excesso de sobreposição de itinerários, concentrando uma frota maior para linhas mais amplas e importantes. Desse modo, com um número maior de veículos para um determinado itinerário, teremos uma frequência mais alta, reduzindo tempo de espera dos passageiros.","Zona Rural Produtiva: criar uma política de incentivo à produção na zona rural de São Luís é um compromisso importante de nossa futura administração. Trata-se de uma oportunidade de geração de emprego e renda, melhoria de infraestrutura e qualidade de vida. Inovar nessa produção, incentivando produtos orgânicos, de maior valor agregado, que estão próximos do mercado consumidor, será o caminho para nosso ambiente rural.","Inovação econômica: conectividade, energia solar, tecnologia e meio ambiente – São Luís, lugar de oportunidades: implantar, no centro histórico de São Luís, a “Ilha Criativa”, parque tecnológico e de inovação que agrupará, em um ambiente atrativo e moderno, startups inovadoras e produtivas, empresas de tecnologia, organizações de fomento, institutos e laboratórios de pesquisa e desenvolvimento."
Goiânia,PROFESSOR FRANKLIN,PSOL,2020,"Desenvolver a educação laica, plural, crítica e socialmente referenciada.",Por fim a gestão via OS´s na área da saúde,"Retomar a domingueira, com o transporte gratuito aos domingos e garantir o funcionamento do ônibus noturnos, os “corujões”.","Apoiar as Escolas e Blocos carnavalescos, os grupos da via sacra e bumba meu boi.",Estimular o chamado Turismo rural e o Turismo ecológico na cidade.
Goiânia,RUBENS JUNIOR,PCDOB,2020,"Criação do Fundo Municipal de Empregos para apoiar com R$ 500,00 por seis meses cada criação de novos postos de trabalho com priorização da contratação de jovens e mulheres, promovendo a geração de 10 mil empregos no primeiro ano de governo.","Criar o Programa São Luís Juros Zero, a Prefeitura vai pagar os juros de operações de crédito para micro e pequenos empreendedores a fim de gerar mais trabalho e renda e promover a formalização.","Instituir o Programa Sorrir São Luís, através de consultórios odontológicos móveis e a implantação de cinco unidades, sendo uma especializada em atendimento infantil.",Instituir o Aplicativo Carrinho com desenvolvimento ou contratação de App que promova o uso de transporte alternativo para complementar viagens da rede pública.,"Promover o Programa Mais Calçadas com reforma, ampliação e qualificação de calçadas nos centros comerciais dos bairros, no entorno de feiras e mercados populares, além de criar novos calçadões comerciais garantindo acessibilidade para pessoas com mobilidade reduzida."
Goiânia,SILVIO ANTONIO,PRTB,2020,"Criar creches no turno da noite, para crianças da educação infantil, que funcionará das 18h às 22 horas, a fim de possibilitar disponibilidade para que as mães estudem durante a noite.","Construção de um moderno Centro de Abastecimento para os pequenos agricultores do município de São Luís, a fim de garantir qualidade e higiene nos produtos oferecidos aos consumidores.","Criar a Escola da Cultura para desenvolver a música, a dança e o teatro.","Criar a primeira rota turística de trilha para bicicletas tipo “mountain bike”, dentro do Parque Estadual do Bacanga, com destino à reserva do Batatã e Sítio do Físico.",Estabelecer um plano municipal de arborização e de projetos de paisagismo nas praças e logradouros públicos do município.
Goiânia,YGLESIO MOYSES,PROS,2020,"Garantir processos participativos com a presença feminina e seu espaço de fala, através de reuniões descentralizadas, em diferentes horários e com espaços de acolhimentos de crianças.","Promover políticas públicas que favoreçam a recuperação e o uso de edifícios históricos significativos, de forma a respeitar e valorizar o seu papel enquanto documento de memória e, ao mesmo tempo, promover sua inserção na dinâmica da cidade.",Promover a mobilidade urbana não motorizada e a qualificação dos espaços públicos.,Implantar projetos que tenham como ênfase o protagonismo comunitário.,Fortalecer territórios de povos tradicionais e de interesse cultural.
Goiânia,ANDREA MATARAZZO,PSD,2020,Realizar a concessão do Anhembi,Estudar a reativação da estrutura do Hospital Sorocabano como Hospital Municipal.,"Oferecer aos alunos do 9º ano do Ensino Fundamental um elenco de atividades complementares como xadrez, sudoku ou clubes de: leitura, debates, música, teatro e cinema, entre outros a serem observados e desenvolvidos.",Retomar o projeto de uso de veículos elétricos compartilhados na cidade e incentivar a iniciativa privada.,Rastreamento de veículos pela Prefeitura para cidadãos de baixa renda.
Goiânia,ANTONIO CARLOS,PCO,2020,TRATA-SE DE UM PROGRMA NACIONAL COMPARTILHADO POR TODOS OS CANDIDATOS DO PCO.,TRATA-SE DE UM PROGRMA NACIONAL COMPARTILHADO POR TODOS OS CANDIDATOS DO PCO.,TRATA-SE DE UM PROGRMA NACIONAL COMPARTILHADO POR TODOS OS CANDIDATOS DO PCO.,TRATA-SE DE UM PROGRMA NACIONAL COMPARTILHADO POR TODOS OS CANDIDATOS DO PCO.,TRATA-SE DE UM PROGRMA NACIONAL COMPARTILHADO POR TODOS OS CANDIDATOS DO PCO.
Goiânia,ARTHUR DO VAL,PATRIOTA,2020,"O meu objetivo é reduzir os limites de gabarito (altura dos prédios) e aumentar o coeficiente de aproveitamento dos terrenos de modo que as pessoas possam se adensar e morar cada vez mais perto dos seus trabalhos, sem empurrar a população mais pobre para áreas cada vez mais distantes um verdadeiro crime cometido pelos planos diretores anteriores.","Serão oferecidos cursos profissionalizantes nas escolas em parceria com a iniciativa privada, trazendo a fronteira do conhecimento para aqueles que mais precisam.","Desenvolver parcerias com laboratórios privados para dar acesso a toda população a exames de qualidade, complementando a estrutura pública com PPP.",Canis para que moradores de rua possam ter seus pets em centros de acolhimento deverão ser ampliados.,"Tirar pessoas das periferias de São Paulo e trazê-las para o centro (promovendo o adensamento da cidade) é a melhor forma não só de revitalizar o centro, mas de desenvolver socialmente pessoas que estão absolutamente isoladas de qualquer opção cultural e de lazer da cidade."
Goiânia,BRUNO COVAS,PSDB,2020,"Vamos transformar todas as salas de aula da rede em ambientes digitais, para tornar a aprendizagem mais atraente a nossas crianças e jovens, além de adquirir 465 mil tablets com internet para os alunos do ensino fundamental.","As novas formas de incentivo e financiamento para produção ou aquisição de moradias, sobretudo para população de baixa renda, criadas pela nossa gestão irão multiplicar seus resultados nos próximos quatro anos, com a entrega gradual das 70 mil moradias já viabilizadas, parte delas com investimento privado.","Vamos entregar o primeiro corredor de ônibus exclusivo para a Zona Leste, o corredor Itaquera, beneficiando mais de 620 mil pessoas","Vamos inovar criando o Aquático, sistema de transporte público por barcos nas represas da cidade, integrado ao Bilhete Único.","A cidade vai ganhar novos parques, como o Augusta e o Paraisópolis, há anos aguardados pela população, e terá manutenção cuidadosa e permanente das unidades já existentes."
Goiânia,CELSO RUSSOMANNO,REPUBLICANOS,2020,"Aos imóveis tombados será isenta a cobrança de IPTU e haverá possibilidades de utilização do espaço para veiculação de mídia publicitária, desde que não haja descaraterização visual do imóvel.",Criar Centros Esportivos Olímpicos Regionais a fim de formar e desenvolver aptidões esportivas nas crianças da rede pública municipal.,"Garantir o término de obras paradas, entre elas a urbanização de assentamentos precários e construção de conjuntos habitacionais.","Ampliar a instalação de Ecopontos, para oferecer à população novos locais para depósito de entulho e materiais inservíveis, com o objetivo de facilitar o seu reaproveitamento e a reciclagem de materiais.","Criar roteiros turísticos de compras na cidade, incluindo novos polos e os já estabelecidos, com incentivo a reurbanização local, capacitando profissionais em receptivo locaL."
Goiânia,GUILHERME BOULOS,PSOL,2020,"Criar o cartão de cidadania para identificação de migrantes residentes na cidade, reduzindo vulnerabilidades advindas da ausência de documentação nacional e facilitando o acesso a serviços públicos","Reverter, gradativamente, o processo de privatização, terceirização e conveniamento da educação;",Compromisso com os processos de demarcação de terras indígenas no município;,Instituir nos processos de licitação e contratação de empresas por parte da prefeitura a exigência de um percentual de trabalhadores negras e negros,Retomar as Casas de Cultura em São Paulo.
Goiânia,JILMAR TATTO,PT,2020,"Criar uma Empresa Pública Municipal de Transporte Coletivo para operar o sistema de transporte da cidade. Uma empresa de energia limpa e renovável, ambientalmente sustentável.","Implementar a Tarifa Zero nos ônibus da cidade até o fim do mandato. Famílias pauperizadas e sem renda não podem ter de escolher entre pagar pelo transporte ou pela própria alimentação. A Tarifa Zero possibilita a pessoas sem emprego a busca por um novo trabalho, garante aos estudantes de baixa renda o acesso à escola/universidade, permite um melhor acesso aos serviços de saúde, cultura, esporte, lazer e assistência e facilita o consumo e a circulação de bens, promovendo direitos, a descentralização e a integração entre regiões da cidade e o crescimento econômico.",Instituir a Bolsa Esportiva para adolescentes e jovens.,"Criar 5 Centros de Formação Cultural e 16 novas Casas de Cultura multilinguagens na cidade, considerando as necessidades culturais das comunidades e dos distritos, especialmente nas regiões periféricas, com espaço de centro de memória cultural local, espaços para produção audiovisual, apresentações, teatro, artesanato, instrumentos etc. (em bairros como São Miguel Paulista, Casa Verde, São Mateus e Vila Formosa), além da reforma e melhoria dos existentes e a criação de Centros de Memórias e espaços para oficinas e incentivos à produção artística local.","Retomar a gestão do Theatro Municipal, hoje gerido pela Organização Social Odeon."
João Pessoa,JOICE HASSELMANN,PSL,2020,"Estimular a elite paulistana, consumidora de bens culturais, a participarem como mentoraes na difusão desse interesse também nas camadas mais carentes, abrindo-lhes novas oportunidades de apreciação cultural;","Maior vigilância comunitária, e, principalmente, com o envolvimento de moradores e comerciantes pode-se evitar o surgimento de lideranças ligadas a facções criminosas, proporcionando maior índice de segurança, desenvolvimento e convivência pacífica nas áreas da cidade","Com a mesma intenção pretendo moderar a cobrança de multas e juros de mora, fixados hoje em patamares abusivos frente à inflação corrente e às baixas taxas de juros.",Integrar permanentemente a rede de transporte municipal com a rede metropolitana (inclusive as geridas pelo Estado) e oferecer valor e cidadania para os cidadãos usuários entre municípios,"Construir pontes e viadutos sobre os rios Tietê e Pinheiros ao longo das marginais para melhorar a acessibilidade e desafogar esses importantes nódulos de grandes congestionamentos que são as atuais transposições nas vias marginais, e que se espraiam pelo tecido viário circunvizinho;"
João Pessoa,LEVY FIDELIX,PRTB,2020,Proporcionar bolsas residência-hospitalar para estudantes de medicina da periferia de São Paulo.,"Construir novas linhas de aerotrem/monotrilho, além das linhas Vila Prudente – São Mateus e Congonhas-Morumbi, concluindo 100km de aerotrem viário em torno da capital e interligando as estações de metros e ônibus.",Acabar com a industria da multa: cabe à prefeitura a gestão do trânsito e o transporte de qualidade em prol do minícipe.,Aumento da velocidade máxima nas principais avenidas do município de São Paulo: a velocidade nas principais vias de trânsito do município passará de 50km/h para 60km/h.,O Hino Nacional será reintroduzido obrigatoriamente em todas as escolas municipais para ser cantado por todos os alunos.
João Pessoa,MARCIO FRANÇA,PSB,2020,"Vamos abrir até 250 mil microempresas de graça e vamos emprestar até 3 mil reais, com juro zero, para que possamos voltar a crescer e gerar empregos! Sem fiador, só sua assinatura, só a sua PALAVRA!","Obrigação para que Diretores tenham formação em educação e o mínimo de 5 anos de experiência para que sejam aptos a participar do concurso acesso para a direção das escolas, junto à contínua formação em serviço para todos os professores da rede pública de ensino municipal, de forma permanente como prioridade do município, assim como apoio na garantia de recursos como laptop e programas de organização e suporte às aulas em integração a Universidade Digital que contará com uma série de cursos digitais e presenciais para servidores e cidadãos afiliados da cidade.","Banheiro para todos: Programa deverá atender toda população residente da cidade de São Paulo tanto quanto seus excursionistas. Edificações públicas deverão, separadas ou não da construção, ser abertas ao público para a utilização dos banheiros, com segurança e limpeza no local.",Criação de mais vagas para estacionamento de motos: O incremento dos serviços de moto frete vem exigindo uma ampliação das vagas dos estacionamentos para motociclistas. O estimulo a esses serviços ajudará a dissolver e reduzir os índices de congestionamento na cidade;,"Com os seus recursos e força de comunicação, somadas a articulação entre todas as secretarias, e apoio econômico construiremos um calendário de ações, como por exemplo, a maior black friday do Brasil, mobilizando o comércio e setor de serviços para, em determinadas datas, ter promoção de produtos, serviços e atividades culturais que venham atrair turistas de todas as localidades gerando grande consumo de bens e serviços em nossa cidade."
João Pessoa,MARINA HELOU,REDE,2020,"Estimular o empreendedorismo com recorte de gênero, em especial para mulheres negras;",Garantir a participação ativa de mulheres na formulação das políticas públicas do município. Metade das Secretarias Municipais e metade das Coprefeituras serão lideradas por mulheres,"Criação da Bolsa-Neném, que consiste em uma renda mínima mensal para mulheres com filhos de até 4 meses, que não possuem direito à licença maternidade remunerada pelo INSS, priorizando as mães solo.",Apoiar os estudos e fazer gestão junto com os órgãos competentes para a demarcação das Terras Indígenas.,"Promover Passeio Ciclístico no primeiro domingo após o Dia Mundial do Meio Ambiente, com estações ao longo do caminho para hidratação e atendimento de saúde, onde as(os) cliclistas terão contato com temas relacionados à educação ambiental e sustentabilidade."
João Pessoa,ORLANDO SILVA,PCDOB,2020,Melhoria da mobilidade de forma a permitir o acesso da periferia aos principais bens produzidos na cidade.,"Será valorizada a história dos negros e dos índios em São Paulo, sua memória recuperada e ensinada para as gerações atuais e futuras.","A Prefeitura de São Paulo atuará para regulamentar de modo eficiente os aplicativos utilizados na cidade, de modo a diminuir a exploração dos trabalhadores informais que atuam e sobrevivem desse modelo de trabalho.",As subprefeituras de regiões mais carentes terão o seu orçamento dobrado. Não faz sentido que subprefeitura tenham uma distribuição do recurso per capita tão desigual,"Estabelecimentos racistas não oferecem segurança ao cidadão para frequentá-los e devem ser fechados. Ao mesmo tempo, a Prefeitura trabalhará em parceria com as empresas para oferecer capacitação gratuita para seus empregados, com especial destaque para o ramo de segurança privada."
João Pessoa,SABARA,NOVO,2020,Professores e gestores serão premiados de acordo com a frequência nas salas de aula e o cumprimento de metas de aprendizagem.,"Criaremos um programa de capacitação e ocupação técnica remunerada para os alunos a partir de 14 anos, matriculados no Ensino Médio em Escolas administradas pela Prefeitura com a participação de entidades privadas com o objetivo de diminuir a evasão e a reprovação, e melhorar a autoestima do aluno e sua qualificação para geração de renda.","Aumentaremos a oferta de moradias e adensaremos a região central para aproximar as pessoas dos seus trabalhos, diminuindo deslocamentos e custos desnecessários. Nesse sentido, a recuperação e o desenvolvimento do centro histórico da cidade, em parceria com o setor privado, serão prioridade","Identificaremos os problemas de limpeza, iluminação, calçadas, pavimentação, entre outros, pela população e pela própria Guarda Municipal, via aplicativo da Prefeitura com geolocalização. Promoveremos a rápida correção dos problemas. Uma cidade limpa, bem iluminada, bem cuidada, em que as pessoas circulem de dia e à noite, ajudará a coibir a atuação criminal.","O mundo mudou. Por isso, vamos investir em disciplinas mais adequadas ao mercado de trabalho moderno, como empreendedorismo, finanças e programação digital. Além disso, focaremos em preparar o estudante para o protagonismo profissional e para o desenvolvimento de suas aptidões individuais."
João Pessoa,VERA,PSTU,2020,Redução da jornada de trabalho para 30 horas semanais sem redução de salários.,Suspensão de despejos e reintegrações de posse.,Estatização dos transportes públicos.,"Não à xenofobia! Nenhum ser humano é ilegal! Ampliação do Centro de Referência do Imigrante (CRAI)! Aulas de português gratuitas e validação de diplomas! Apoio às associações de imigrantes e às lutas por liberdade e justiça social nos países de origem (Venezuela, Haiti, Bolívia, Paraguai, Síria, Palestina, Angola, Congo, Nigéria e outros)!",Ampliação da rede municipal de Bibliotecas.
João Pessoa,DR PESSOA,MDB,2020,"Reorganizar a configuração espacial da rede de linhas de ônibus coletivos de Teresina, incluindo novas ligações, rotas, terminais e estações. Esta proposta inclui o uso de tecnologia para proporcionar mais segurança e conforto aos passageiros, permitindo, por exemplo, que ele monitore a chegada dos veículos na parada ou no terminal de ônibus por meio de aplicativo.","Construir novos viadutos e (se necessário) pontes de modo a reduzir o congestionamento nas vias de maior circulação de veículos no município, facilitando o tráfego e evitando acidentes.","Ampliar o número de construções de pisos táteis e rampas de Teresina, melhorando o padrão construtivo e as condições físicas das calçadas na cidade.","Criar o projeto “Anjos da moradia”, que possibilitará a reforma em moradias vulneráveis e construção de moradias novas, em regime de mutirão, em terreno de propriedade da família, a custo zero para as famílias. A proposta contemplará também a possibilidade de construir com uso de tecnologia 3D, casas para familias que estejam morando em áreas ameaçadas e que ofereçam perigo a vida.","mpliar a quantidade de Centros de Convivência da Terceira Idade na zona urbana e rural de Teresina, e disponibilizar profissionais (educadores físicos, nutricionistas entre outros) para aumentar a oferta de serviços para os usuários (idosos) na capital."
João Pessoa,FABIO ABREU,PL,2020,"Criação do Projeto Patrulha Rural que atuará de maneira educativa e preventiva, muito próximo da comunidade. O objetivo do programa é garantir a segurança e o bem-estar dos moradores da zona rural, construindo uma rede de relacionamentos com os moradores das áreas rurais de Teresina, em uma relação de confiança, colaboração e respeito. O projeto terá como uma das suas principais características a flexibilidade e, sendo assim, possibilitará a realização de vários tipos de parceria. Sendo sempre guiado pela necessidade da localidade.","Realização do projeto habitacional para a Urbanização da Vila da Paz, com a construção de cerca de 650 apartamentos. Desenvolvendo projeto de habitação vertical para famílias de baixa renda, com remanejamento para áreas próximas à intervenção que está sendo realizada atualmente. Ao tempo que a negociação para remanejamento é retomada.","Criação do Projeto Nossa Feirinha que possibilite a venda direta dos produtos de hortifruti, artesanato dos produtores e gastronômico.",") Construção do Hospital Municipal Veterinário com o oferecimento de serviços gratuitos de consultas, cirurgias, exames laboratoriais e medicação.",Implantação de sistema de transporte turístico fluvial e de terminais flutuantes em pontos estratégicos ao longo dos Rios Parnaíba e Poty.
João Pessoa,FABIO NOVO,PT,2020,"Criar o PROGRAMA ESTUDANTE INTERCAMBIO como forma de incentivar e reconhecer o desenvolvimento dos alunos nas atividades escolares, artísticas e esportivas, premiando-os com viagens no território nacional para estudar e desenvolver mais seu conhecimento cultural e educacional;","Reformar e revitalizar os mercados públicos existentes e construir Mercados do Cidadão em regiões estratégicas da cidade, voltados para o abastecimento e comercialização de produtos regionais produzidos na região de abrangência;",Ampliar o número de Conselhos Tutelares,Criação das escolas de artes e música pela periferia de Teresina,Construção e manutenção de um abrigo municipal para cães e gatos.
João Pessoa,FABIO SERVIO,PROS,2020,Criação do Programa de Nutrição para Idosos de baixa renda que garante acesso a suplementação alimentar.,Criação do Hospital Municipal do Coração,Criar a biblioteca municipal digital,Execução das principais obras de drenagem em todas as zonas da capital.,Criar a Escola Municipal de Natação.
João Pessoa,GERVASIO SANTOS,PSTU,2020,"Construção de restaurantes populares em diversas regiões de Teresina que cobre as refeições a R$ 1, utilizando a agricultura familiar, cujas famílias serão cadastradas e organizadas em cooperativas, num amplo plano municipal de reforma agrária e urbana.","Anular todas as privatizações que foram feitas sobre as empresas e estatais no âmbito municipal como a rede de transporte coletivo, a limpeza de lixo e urbanização, a do saneamento básico (água e esgoto de Teresina).","Para garantir investimentos e a ampliação do serviço de saúde pública, propomos a estatização de toda a rede privada, a encampação de todos os hospitais e equipamentos, com a contratação de todos os profissionais da área pelo Estado e o governo municipal de Teresina.","Obras e serviços que empreguem milhares de trabalhadores em Teresina, sendo reservadas 70% das vagas para mulheres e negros.","Contra toda forma de violência e assédio (físico, moral, psicológico); criminalização da lgbtfobia: campanhas que combatam o preconceito e a discriminação; amplo atendimento às vítimas de violência com atendimento à saúde física e psicológica, construção de casas abrigo, investigação e punição aos agressores."
João Pessoa,GESSY FONSECA,PSC,2020,"Criar o projeto “Canta Teresina” com objetivo de revelar novos talentos (instrumentista, intérprete e compositor) entre crianças, adolescentes e jovens, na diferentes zonas da cidade;","Criar o Sistema de Transporte Público Rural do município de Teresina garantindo aos usuários veículos novos, qualidade e conforto no serviço oferecido , possibilitando que as linhas da zona rural façam parte do INTHEGRA.","Criação de um balnéario as margens do encontro dos rios, como alternativa para recreatividade, prática de esportes e turismo em nossa cidade;","Viabilizar a implantação de VLT (Veículo Leve sobre Trilhos), com recursos oriundos de Parceria Público-Privada (PPP) com participação do município, Estado e Governo Federal, fomentando uma nova rede de transporte em Teresina com conexão a outros modais de transporte já existentes e com capacidade de transportar um maior número de passageiros com conforto e qualidade, reduzindo o número de veículos no trânsito e contribuindo para a melhoria da qualidade de vida das pessoas.",Criar um programa de reforma de casas para famílias que possuem até 03 salários mínimos;
João Pessoa,KLEBER MONTEZUMA,PSDB,2020,A inserção de Teresina no circuito de eventos nacionais: Festival Nacional da Vanguarda Brasileira de Teresina;,"Concepção, desenvolvimento, implantação e promoção de uma programação mensal em todos os espaços culturais da cidade, de responsabilidade da Prefeitura.","Instalação de sistemas de geração de energia de base fotovoltaica para abastecer, de forma contínua a agricultura familiar.","Estímulos à implantação de abatedouros para pequenos, médios e grandes animais na zona rural pela iniciativa privada.","nstalação e funcionamento do Museu das Artes, Imagem e Som – Casa Torquato;"
Juiz de Fora,LOURDES MELO,PCO,2020,NÃO PUBLICADO,NÃO PUBLICADO,NÃO PUBLICADO,NÃO PUBLICADO,NÃO PUBLICADO
Juiz de Fora,LUCINEIDE BARROS,PSOL,2020,"Criação do programa “Residência Artística” e do “Bolsa-Artista”, como instrumentos de formação e garantia do custeio de artistas independentes;","Criação do Vale-Cultura como garantia de acesso da população mais carente a espetáculos, livros, cinemas e shows;",Criação do Museu de Trabalhadoras e Trabalhadores de Teresina,"Criar rotas de interligação entre os bairros e o Centro da cidade, em especial, garantindo a mobilidade de quem mora nas periferias por meio da bicicleta.","nstituir a velocidade máxima de 60 km/h onde não houver velocidade mínima, manter 50 km/h onde já conta com essa velocidade mínima e 30 km/h em frente a escolas, hospitais, outros serviços públicos, noutros lugares onde se fizer necessário e nas regiões onde ocorrem mais acidentes como forma de criar Zonas de Proteção viária, em especial, cruzamentos e rotatórias;"
Juiz de Fora,MAJOR DIEGO MELO,PATRIOTA,2020,Implantar o Projeto Vizinhança Segura com objetivo de que moradores dos bairros criem grupos de WhatsApp para vigiarem as casas vizinhas e avisarem a polícia sobre movimentações suspeitas ou crimes nas ruas onde moram.,"Criar outras escolas militares, por iniciativa do município, quando houver a demanda da comunidade escolar, a fim de promover um salto na qualidade educacional de Teresina;","Criar contextos de ensino-aprendizagem do idioma inglês que permitam as crianças aprenderem brincando, a partir da pré-escola, pelo uso de ferramentas lúdicas e motivadoras, tais como: a música, filmes (e séries) em inglês, jogos eletrônicos, esportes e competições;","Implantar o programa “Energia Solar nas Escolas” – ESE, capaz de produzir 100% de toda a energia necessária ao consumo da unidade, readequando a produção de energia elétrica solar no município e tornando as escolas autossuficientes;","Implantar as faixas exclusivas para motocicletas (motobox) nos sinais de trânsito da capital, com objetivo de reduzir o índice de acidentes;"
Juiz de Fora,MARIO ROGERIO,CIDADANIA,2020,"Levar cinema e teatro às escolas e aos bairros, em espaços públicos.","Revitalizar corredores gastronômicos, como os das avenidas Santos Dumont (Norte) e Professor Valter Alencar (Sul).","Promover clínicas para a descoberta de talentos esportivos, individuais e coletivos.",Implantar o Parque Ambiental do Babaçu.,Construir um terminal de cargas no Polo Empresarial Sul.
